de,𒁲
di,𒁲
duₓ,𒋀𒅁
sa₂,𒁲
sal₂,𒁲
salagud,𒁲
salgud,𒁲
salim,𒁲
se₈,𒁲
si₈,𒁲
siliₓ,𒁲
silim,𒁲
silima,𒁲
sim₃,𒁲
sisaₓ,𒁲
śa₂,𒁲
ša₁₈,𒁲
šul₃,𒁲
te₁₀,𒁲
ti₄,𒁲
ṭe,𒁲
ṭi,𒁲
sadu,𒁲𒁲
guruštiₓ,𒁲.X
dab,𒁳
daba,𒁳
dabe,𒁳
dap,𒁳
deb,𒁳
dib,𒁳
dibi,𒁳
dip,𒁳
dubba,𒁾
dul₈,𒁳
nu₁₂,𒇻
teb,𒁳
tep,𒁳
tib,𒁳
tip,𒁳
ṭab₃,𒁳
ṭap₃,𒁳
ṭeb,𒁳
ṭep,𒁳
ṭib,𒁳
ṭip,𒁳
di₁₁,𒁴
dim,𒁴
dum₄,𒁴
mun₃,𒁴
tam₃,𒁴
tem,𒁴
ti₃,𒁴
tim,𒁴
tum₈,𒁴
ṭem,𒁴
ṭim,𒁴
gakkul₂,𒁵
kakkul₂,𒁵
mun,𒁵
munu,𒁵
dem₂,𒁶
dim₂,𒁶
dima₂,𒁶
ge₁₈,𒁶
gem,𒁶
gen₇,𒁶
gi₁₈,𒁶
gim,𒁶
gimi,𒁶
gin₇,𒁶
ke₅,𒁶
kem,𒁶
ki₅,𒁶
